,index,expanded_url,tweet_id,url
2562,14,https://twitter.com/i/web/status/865727271302176769,865727271302176769,https://t.co/ayjopbk17d
2563,15,http://ga.co/2qBBoDo,865722743391752192,https://t.co/c1oG8xFXqM
2564,16,http://ga.co/2qBkLrp,865715948082401281,https://t.co/ZqIEDOpqUP
2565,17,http://ga.co/2qB9oQq,865710423596781569,https://t.co/HQXtUFJGYh
2566,18,http://ga.co/2qBrGRJ,865685747122057216,https://t.co/sOFFhkRvsg
2567,19,http://ga.co/2qBrIcj,865674463559462913,https://t.co/lV1R6QBkP5
2568,20,http://ga.co/2qBtTg1,865671151531548674,https://t.co/kOs2TEYoxt
2569,21,http://ga.co/2qBBOtF,865669895878397953,https://t.co/0b2Qaf7BG6
2570,22,http://ga.co/2qBhGbc,865661589239640065,https://t.co/sF9DVKEHoi
2571,23,https://twitter.com/i/web/status/865657114311540738,865657114311540738,https://t.co/63IS3pKpxV
2572,24,https://uxplanet.org/ux-glossary-task-flows-user-flows-flowcharts-and-some-new-ish-stuff-2321044d837d,865651524206157829,https://t.co/vTwnQSqh76
2573,25,http://ga.co/2qBChJt,865650770556977152,https://t.co/H6vzWHKNGX
2574,26,http://ga.co/2qB73VA,865649813152440322,https://t.co/9SzCq1GWtu
2575,27,http://ga.co/2raRJfm,865649787214770176,https://t.co/k8lUvIRsGI
2576,28,https://www.eventbrite.com/e/speaking-up-for-a-culture-of-belonging-tickets-34385100762,865649514845052931,https://t.co/RcyDkC2bbS
2577,29,https://twitter.com/i/web/status/865635669472882688,865635669472882688,https://t.co/tnnpOiZA9u
2578,30,http://ga.co/2qB7n6H,865633181596123136,https://t.co/PdAdnQGV1X
2579,31,http://ga.co/2rb4pmL,865630151119216641,https://t.co/5OuhafJvt2
2580,32,http://ga.co/2qBqqxE,865619600431620097,https://t.co/ktsa0afTjr
2581,33,http://ga.co/2qBtWbH,865618078071087104,https://t.co/TmW2d7VInF
2582,34,http://ga.co/2qB7oHN,865613774702641156,https://t.co/WiaeLsra9I
2583,35,https://twitter.com/i/web/status/865608798605524992,865608798605524992,https://t.co/Abw1gWsrMP
2584,36,http://ga.co/2pYnyqH,865597929582612481,https://t.co/2wewluspzE
2585,37,http://ga.co/2raCYJJ,865586093823078400,https://t.co/Tox2jjpq26
